Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
copie-de-haricot-vert-bio-500g,Copie de Haricot vert bio 500g,"Ce légume tendre et facile à cuisiner est un réel atout santé, en particulier pour la croissance des enfants. Il se déguste cuit en accompagnement de protéines: viande rouge, viande blanche, oeuf ou encore un avocat.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles, vous serez informé de leur indisponibilité et vous pourrez les remplacer par les produits de votre choix.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/tonton-leon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Tonton Leon,,légume,"Bio, Catégorie_Légumes, Fond st Denis, haricots verts, Leon, Légume, Producteurs_Tonton Leon, Tonton Léon",false,Poids,500g,,,,,,0.0,shopify,0,deny,manual,3.15,,false,false,,,,,false,,,,,,,,,,,,,,,,,kg,,2.25,active
pourpier-bio-120g,Pourpier bio 150-200g,"",Boulikibio,,Plante,"Bio, Bouliki, Catégorie_Plantes, Plante, épinard",false,Bouquet,1 botte,,,,,"",0.0,shopify,4,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_4e191829-95ef-4f29-8a6d-7ccface88099.jpg?v=1609932781,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
pourpier-bio-120g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2020-09-25at08.59.29.jpg?v=1609932781,2,,,,,,,,,,,,,,,,,,,,,,
epinard-gombo-bio-200g,Épinard-gombo bio,"",Boulikibio,,Plante,"Bio, Bouliki, Catégorie_Plantes, épinard",true,Bouquet,1 botte,,,,,"",0.0,shopify,12,deny,manual,4.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_97026a42-415c-4f91-91ce-184403d3b3d9.png?v=1646083570,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,active
epinard-gombo-bio-200g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_ca5af64a-39b3-4076-abb4-b747619c71dc.jpg?v=1646083449,2,,,,,,,,,,,,,,,,,,,,,,
epinard-gombo-bio-200g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2020-09-25at08.59.48.jpg?v=1646083449,3,,,,,,,,,,,,,,,,,,,,,,
menthe-poivree-fraiche-100g,Menthe poivrée bio 50g,"",Alexandre Terne,,Plante,"Alexandre Terne, Bio, Plante aromatique, Producteurs_Alexandre Terne",false,Poids,Bouquet de 50g,,,,,"",0.0,shopify,5,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/19377909-23287093.jpg?v=1600995821,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
radis-bio-500g,Radis bio 500g,"",Domaine de la Chabet,,légume,"Bio, Catégorie_Légumes, Légume",false,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,4.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/radisbouliki_a943a60b-25f1-492c-b007-06b874d35d23.jpg?v=1609424032,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,active
radis-bio-500g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/e4b208b8-58a7-4ad9-8233-2182cb5918a6_429d9b83-2251-4177-b17c-458174b9351a.jpg?v=1609424032,2,,,,,,,,,,,,,,,,,,,,,,
cocktail-de-fruits-seches-bio-50g,[PROMO] Cocktail de légumes séchés pimenté bio 50g,"<p>Mahault transforme certains produits de la ferme du morne capot pour notre plus grand plaisir. Voici un produit 100% sain et nutritif, pour vos encas et vos créations de desserts.</p>
<p> </p>
<p><strong>[IMPORTANT]</strong></p>
<p>Afin de limiter notre impact sur l'environnement, nous avons opté avec le producteur pour un nouvel emballage en papier. Veillez à bien conserver ce produit dans<span> </span><strong>un contenant hermétique</strong> (type Tupperware) pour maintenir toute sa fraicheur ! (évitez le réfrigérateur).</p>",L' Atelier des fruités,,Epicerie,"Catégorie_Epicerie, Panier semaine",true,Poids,50g,,,,,"",0.0,shopify,9,deny,manual,2.30,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_3017518c-5dbb-48d0-9e2d-574e4932b380.jpg?v=1633104510,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
cocktail-de-fruits-seches-bio-50g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/coktelcrokledjimavecpiment.jpg?v=1633104510,2,,,,,,,,,,,,,,,,,,,,,,
cocktail-de-fruits-seches-bio-50g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/WhatsAppImage2020-09-19at10.00.29.jpg?v=1633104510,3,,,,,,,,,,,,,,,,,,,,,,
basilic-frais-bio-100g,Basilic frais bio 100g,"",Kétar Adèle,,Plante,"Bio, Kétar Adèle, Plante aromatique, Producteur_Kétar Adèle",false,Poids,Bouquet de 100g,,,,,"",0.0,shopify,924,deny,manual,2.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/images_e1159ead-2d37-4886-83e0-3f09761b612c.jpg?v=1600568321,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
basilic-frais-bio-100g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/36844930-bouquet-de-basilic-frais-bio-avec-des-gouttes-de-planche-a-decouper-d-olive-sur-fond-de-bois-rustique_b536369f-6f10-4f30-82b8-98797277522a.jpg?v=1600568321,2,,,,,,,,,,,,,,,,,,,,,,
bois-dinde-bio-10g,Bois d'inde bio 10g,"<p> </p>
<div class=""box-produits"">
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>
<div class=""box-producteurs""></div>",Herboristerie créole,,Epicerie,"Bio, Catégorie_Plantes, gros morne, Plante, Rémi asensio",false,Sachet,1 sachet de 10g,,,,,"",0.0,shopify,0,deny,manual,4.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/boisdinde.jpg?v=1602075428,1,,false,,,,,,,,,,,,,,,,,kg,,2.96,active
bois-dinde-bio-10g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/PHOTO-2020-09-18-12-58-07.jpg?v=1602075406,2,,,,,,,,,,,,,,,,,,,,,,
rhum-arrange-piment-basilic-bio-20g,[PROMO] Epices pour rhum arrangé Piment/Basilic bio 20g,"<p> </p>
<div class=""box-produits"">
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;""><a href=""https://www.ta-nou.bio/pages/herboristerie-creole"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>
<div class=""box-producteurs""></div>",Herboristerie créole,,Epicerie,"Epicerie, Noël, Ti panier",true,Sachet,1 sachet de 20g,,,,,"",0.0,shopify,9,deny,manual,7.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/IMG_0189.jpg?v=1643813962,1,,false,,,,,,,,,,,,,,,,,kg,,5.92,active
rhum-arrange-piment-basilic-bio-20g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/PHOTO-2020-09-18-12-58-07_2.jpg?v=1643813962,2,,,,,,,,,,,,,,,,,,,,,,
kamanioc-bio-1kg,Kamanioc bio 1kg,"Cette plante énergétique est facile à cuisiner, contrairement au manioc amer il se consomme directement comme une pomme de terre. Utilisée depuis des siècles ses valeurs nutritives ne sont plus à prouver.",Ferme du Prêcheur,,légume,"Bio, Catégorie_Légumes, Catégorie_Plantes, Légume, manioc, Producteurs_Ferme du Prêcheur, Prêcheur",false,Poids,1kg,,,,,"",0.0,shopify,4,deny,manual,4.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Manioc-doux-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local_15ed8a2a-e981-42af-87e1-4bdff3cb4697.jpg?v=1599426887,1,,false,,,,,,,,,,,,,,,,,kg,,3.50,active
kamanioc-bio-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Manioc-doux-bio-thierry-jean-panier-livraison-domicile-martinique-bio-agriculture-local_0ab7d47a-489a-46e4-b31a-349ef25fe96c.jpg?v=1599426887,2,Manioc doux bio 1kg Background,,,,,,,,,,,,,,,,,,,,,
coco-sec-bio-1-piece,Coco sec bio 1 pièce,"Fruit du cocotier, le coco arrivé à maturité est un oléagineux riche en acides gras saturés, vitamines B et E, magnésium, phosphore et potassium.",Hélène Mariassouce,,fruit,"Bio, Catégorie_Fruits, ducos, Fruit, Hélène Mariassouce, Producteurs_Hélène Mariassouce",false,quantité,pièce,,,,,,0.0,shopify,0,deny,manual,3.20,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/cocosec_dc3c9321-aca4-4386-be16-17415fd40592.jpg?v=1599347825,1,,false,,,,,,,,,,,,,,,,,kg,,2.30,archived
copie-de-coco-bio-1-piece,Coco bio 1 pièce,"<p>Le fruit du cocotier, avant maturité, est chargé d'une eau savoureuse, sucrée, très riche en minéraux comme le potassium et le phosphore.</p>
<p>Boire 1 coco par jour suffit à combler les besoins en potassium d'un adulte.</p>",Hélène Mariassouce,,Boissons,"Bio, ducos, Fruit, Hélène Mariassouce, Producteurs_Hélène Mariassouce",false,quantité,pièce,,,,,,0.0,shopify,0,deny,manual,2.25,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/cocovert_1b359683-a540-4845-8b65-f558a5808465.jpg?v=1599347770,1,,false,,,,,,,,,,,,,,,,,kg,,1.60,archived
ramboutan-bio-250g,Ramboutan bio 250g,"",Félix pognon,,fruit,Félix pognon,false,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,4.20,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/ramboutan.jpg?v=1599144363,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,active
ramboutan-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/1eaccac4-120b-4f18-9384-2d547e4da557.jpg?v=1599144337,2,,,,,,,,,,,,,,,,,,,,,,
ramboutan-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/22838971-frais-ramboutan.jpg?v=1599144337,3,,,,,,,,,,,,,,,,,,,,,,
massissi-bio-500g,Massissi bio 1 grappe,"Petit cucurbitacée rampant, le massissi est un légume qui se retrouve dans les cuisines traditionnelles des Antilles et d'Amérique du Sud, dans les soupes, les ragoûts de viande et les haricots.",Maison du manioc - JadKaPro,,Frais,"Catégorie_Légumes, Légume, Raymond rijo",false,Poids,1 grappe,,,,,"",0.0,shopify,0,deny,manual,3.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/massissi_61210193-ccf1-4ac4-99ee-69743fa13196.jpg?v=1598036819,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
massissi-bio-500g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/massissi.jpg?v=1598036769,2,,,,,,,,,,,,,,,,,,,,,,
copie-de-aubergine-bariolee-bio-1kg,Aubergine bariolée bio 1kg,"<span>Grâce a sa texture et sa saveur, l'aubergine est très appréciée des personnes voulant réduirent leur consommation de viandes. Elle se consomme cuite sous forme de gratin, beignets ou encore en ratatouille. Ce légume a un fort pouvoir anti-oxydant en particulier sa pelure.</span>",Maison du manioc - JadKaPro,,légume,"aubergine, Bio, Catégorie_Légumes, Légume, Raymond rijo",false,Poids,1kg,,,,,"",0.0,shopify,5,deny,manual,5.60,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/28e0d762-0898-47c3-9ec9-82e797697191.jpg?v=1598031649,1,,false,,,,,,,,,,,,,,,,,kg,,4.00,active
aubergine-longue-bio-1-kg,Aubergine saucisse bio 500g,"",Maison du manioc - JadKaPro,,Frais,"Bio, Catégorie_Légumes, Légume, Raymond rijo",false,Poids,500g,,,,,"",0.0,shopify,0,deny,manual,3.80,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/2cf6c944-73a7-44a4-b5a0-39e06bc4de22.jpg?v=1598031048,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
copie-de-carotte-bio-1kg,Carotte coktail bio 400g (petit calibre),"Ce puissant allié santé se cuisine aussi bien cru que cuit.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/tonton-leon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Alexandre Terne,,Frais,"Alexandre Terne, Bio, carotte, Catégorie_Légumes, Fond st Denis",false,Poids,1 botte,,,,,"",0.0,shopify,0,deny,manual,3.80,,false,false,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_1fbbac7e-3577-416b-af7a-7eb4ac4cbeca.jpg?v=1616684853,1,,false,,,,,,,,,,,,,,,,,kg,,2.50,active
copie-de-carotte-bio-1kg,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/large.jpg?v=1616684853,2,,,,,,,,,,,,,,,,,,,,,,
fruit-a-pain-bio-1-piece-2,Fruit à pain bio 1 pièce,"<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<span>Le </span>fruit à pain<b>, </b><span>originaire d'Océanie et largement répandu sous les tropiques, se consomme cuit et se prépare comme les pommes de terres. Il offre cependant une saveur plus fine et plus délicate, permettant aussi d'en faire de délicieuses confitures.</span>
</div>
<div>C'est un fruit énergétique riche en amidon, en vitamine C, ainsi qu'en fibres qui facilitent la digestion. Il renferme également de puissants antioxydants.</div>",Alexandre Terne,,légume,"Alexandre Terne, Bio, Légume",false,Poids,1 pièce,,,,,"",0.0,shopify,942,deny,manual,2.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/240_F_273257513_v8VCuJDG4XqueBksiGDUPivCq4DU4Odq_3a4f835a-5674-458c-9fbb-9de70aab8a8c.jpg?v=1597971757,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
fruit-a-pain-bio-1-piece-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/fap1_03d06089-f339-4070-8a7c-8566d5b426c1.jpg?v=1597971757,2,,,,,,,,,,,,,,,,,,,,,,
fruit-a-pain-bio-1-piece-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/fap2_53f19806-c1ad-4d7a-9b15-bcb73ccda5b3.jpg?v=1597971757,3,,,,,,,,,,,,,,,,,,,,,,
avocat-bio-1-piece-2,Avocat péyi bio 1 pièce,"Installé en agro-foresterie sur les hauteurs du Robert, Félix met à disposition des fruits et légumes parfois oubliés. Son savoir faire est au service de ses compatriotes qu'il tient a nourrir sainement. Ses avocats ne vous laisseront pas indifférents.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/felix-pognon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Félix pognon,,Frais,Panier semaine,false,Pièce,1 pièce,,,,,"",0.0,shopify,493,deny,manual,3.00,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_5a4f06fb-f57b-4c6c-b270-d3eb5b74ef15.jpg?v=1629677460,1,,false,,,,,,,,,,,,,,,,,kg,,2.00,active
avocat-bio-1-piece-2,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/image_71a21c77-3807-444e-91ed-f09941f2e237.jpg?v=1629677460,2,,,,,,,,,,,,,,,,,,,,,,
avocat-bio-1-piece-1,Avocat bio 1 pièce,"Installé en agro-foresterie sur les hauteurs du Robert, Félix met à disposition des fruits et légumes parfois oubliés. Son savoir faire est au service de ses compatriotes qu'il tient a nourrir sainement. Ses avocats ne vous laisseront pas indifférents.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/felix-pognon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Hélène Mariassouce,,légume,"avocat, Bio, Catégorie_Légumes, Légume, related-avocat-bio",false,Pièce,1 pièce,,,,,,0.0,shopify,0,deny,manual,2.50,,false,false,,,,,false,,,,,,,,,,,,,,,,,kg,,1.70,archived
fruit-a-pain-bio-1-piece-1,Fruit à pain bio 1 pièce (gros calibre),"<meta charset=""utf-8"">
<div>
<meta charset=""utf-8"">
<span>Le </span>fruit à pain<b>, </b><span>originaire d'Océanie et largement répandu sous les tropiques, se consomme cuit et se prépare comme les pommes de terres. Il offre cependant une saveur plus fine et plus délicate, permettant aussi d'en faire de délicieuses confitures.</span>
</div>
<div>C'est un fruit énergétique riche en amidon, en vitamine C, ainsi qu'en fibres qui facilitent la digestion. Il renferme également de puissants antioxydants.</div>",Domaine de Puyferrat,,Frais,"Bio, Légume",false,Poids,1 pièce,,,,,"",0.0,shopify,1,deny,manual,7.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/unnamed.jpg?v=1621004230,1,,false,,,,,,,,,,,,,,,,,kg,,5.00,active
fruit-a-pain-bio-1-piece-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/240_F_273257513_v8VCuJDG4XqueBksiGDUPivCq4DU4Odq.jpg?v=1621004218,2,,,,,,,,,,,,,,,,,,,,,,
fruit-a-pain-bio-1-piece-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/fap1_5d147d46-92f3-496d-b108-1640e96bc7eb.jpg?v=1621004218,3,,,,,,,,,,,,,,,,,,,,,,
fruit-a-pain-bio-1-piece-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/fap2_351ba7bc-941f-4e66-9a33-dc6a2cc89d09.jpg?v=1621004218,4,,,,,,,,,,,,,,,,,,,,,,
carambole-bio-500g-1,Carambole bio 500g,"",Domaine de Puyferrat,,fruit,"",false,Poids,500g,,,,,"",0.0,shopify,6,deny,manual,2.30,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/carambole.jpg?v=1614473506,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
carambole-bio-500g-1,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/i42016-la-carambole-pour-faire-le-plein-de-vitamines_1_56be0d86-8f6f-4051-8267-9c3ddded89a5.jpg?v=1614473492,2,,,,,,,,,,,,,,,,,,,,,,
radis-bio-250g,Radis bio 250g,"Venu de France, ce légume qui se consomme cru, s'est bien adapté au climat tropical pour garnir nos salades. Ce légume de la famille des crucifères permettrait de prévenir de certains cancers et réduirait le risque de maladies cardio-vasculaires.",Ferme du Prêcheur,,légume,"Bio, Leon, Légume, Producteurs_Ferme du Prêcheur, Prêcheur, Radis",false,Poids,250g,,,,,"",0.0,shopify,0,deny,manual,2.10,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/Radis-bio-leon-tisgra-tonton-leon-fond-saint-denis-panier-livraison-domicile-martinique-bio-agriculture-local_c6f51472-2273-489b-82c0-350651270fb0.jpg?v=1597600589,1,,false,,,,,,,,,,,,,,,,,kg,,1.50,active
radis-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/radis.jpg?v=1597600589,2,,,,,,,,,,,,,,,,,,,,,,
radis-bio-250g,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-Radis-bio-leon-tisgra-tonton-leon-fond-saint-denis-panier-livraison-domicile-martinique-bio-agriculture-local_904ac0ab-0adf-403d-8172-d0ca7576ab67.jpg?v=1597600584,3,Radis bio 250g Background,,,,,,,,,,,,,,,,,,,,,
livraison-gratuite-a-partir-de-24,Livraison gratuite,"",Ta Nou,,interne,"",true,Quantité,1,,,,,"",1000.0,shopify,8424,continue,manual,0.00,,true,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/delivery-truck.png?v=1603549594,1,,false,,,,,,,,,,,,,,,,,kg,,,active
avocat-bio-1-piece,Avocat bio 1 pièce,"Installé en agro-foresterie sur les hauteurs du Robert, Félix met à disposition des fruits et légumes parfois oubliés. Son savoir faire est au service de ses compatriotes qu'il tient a nourrir sainement. Ses avocats ne vous laisseront pas indifférents.
<div class=""box-produits"">
<p style=""font-size: 19px; font-weight: 500; font-style: italic; color: #fff; padding: 0 0 5px 0px;"">Consommez local et de saison !</p>
<p style=""font-size: 16px; font-weight: 500; color: #fff; padding: 0 0 5px 0px;"">Selon les aléas climatiques certains produits risquent de ne pas être disponibles.</p>
</div>
<div class=""box-producteurs"">
<p style=""font-size: 16px; font-weight: 500; color: #fff;""><a href=""https://www.ta-nou.bio/pages/felix-pognon"" style=""font-size: 16px; font-weight: 500; color: #fff;"" target=""_blank"" rel=""noopener noreferrer"">Voir la présentation de cette ferme</a></p>
</div>",Hélène Mariassouce,,légume,"avocat, Bio, Catégorie_Légumes, Légume, related-avocat-bio",false,Pièce,1 pièce (Gros calibre),,,,,"",0.0,shopify,41,deny,manual,3.90,,false,false,"",https://cdn.shopify.com/s/files/1/0246/4035/6429/products/avocat-de-martinique.jpg?v=1600728201,1,,false,,,,,,,,,,,,,,,,,kg,,3.00,archived
avocat-bio-1-piece,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0246/4035/6429/products/BG-1-Avocat-bio-felix-pognon-panier-livraison-domicile-martinique-bio-agriculture-local-sans-chlordecone_eca189a9-96b0-48e6-9601-a3918e98a0fa.jpg?v=1600728201,2,Avocat bio à l'unité Background,,,,,,,,,,,,,,,,,,,,,
